image_path,label
./data/train_set/O/0.jpg,0
./data/train_set/O/1.jpg,0
./data/train_set/O/2.jpg,0
./data/train_set/O/3.jpg,0
./data/train_set/O/4.jpg,0
./data/train_set/O/5.jpg,0
./data/train_set/O/6.jpg,0
./data/train_set/O/7.jpg,0
./data/train_set/O/8.jpg,0
./data/train_set/O/9.jpg,0
./data/train_set/O/10.jpg,0
./data/train_set/O/11.jpg,0
./data/train_set/O/12.jpg,0
./data/train_set/O/13.jpg,0
./data/train_set/O/14.jpg,0
./data/train_set/O/15.jpg,0
./data/train_set/O/16.jpg,0
./data/train_set/O/17.jpg,0
./data/train_set/O/18.jpg,0
./data/train_set/O/19.jpg,0
./data/train_set/O/20.jpg,0
./data/train_set/O/21.jpg,0
./data/train_set/O/22.jpg,0
./data/train_set/O/23.jpg,0
./data/train_set/O/24.jpg,0
./data/train_set/O/25.jpg,0
./data/train_set/O/26.jpg,0
./data/train_set/O/27.jpg,0
./data/train_set/O/28.jpg,0
./data/train_set/O/29.jpg,0
./data/train_set/O/30.jpg,0
./data/train_set/O/31.jpg,0
./data/train_set/O/32.jpg,0
./data/train_set/O/33.jpg,0
./data/train_set/O/34.jpg,0
./data/train_set/O/35.jpg,0
./data/train_set/O/36.jpg,0
./data/train_set/O/37.jpg,0
./data/train_set/O/38.jpg,0
./data/train_set/O/39.jpg,0
./data/train_set/O/40.jpg,0
./data/train_set/O/41.jpg,0
./data/train_set/O/42.jpg,0
./data/train_set/O/43.jpg,0
./data/train_set/O/44.jpg,0
./data/train_set/O/45.jpg,0
./data/train_set/O/46.jpg,0
./data/train_set/O/47.jpg,0
./data/train_set/O/48.jpg,0
./data/train_set/O/49.jpg,0
./data/train_set/O/50.jpg,0
./data/train_set/O/51.jpg,0
./data/train_set/O/52.jpg,0
./data/train_set/O/53.jpg,0
./data/train_set/O/54.jpg,0
./data/train_set/O/55.jpg,0
./data/train_set/O/56.jpg,0
./data/train_set/O/57.jpg,0
./data/train_set/O/58.jpg,0
./data/train_set/O/59.jpg,0
./data/train_set/O/60.jpg,0
./data/train_set/O/61.jpg,0
./data/train_set/O/62.jpg,0
./data/train_set/O/63.jpg,0
./data/train_set/O/64.jpg,0
./data/train_set/O/65.jpg,0
./data/train_set/O/66.jpg,0
./data/train_set/O/67.jpg,0
./data/train_set/O/68.jpg,0
./data/train_set/O/69.jpg,0
./data/train_set/O/70.jpg,0
./data/train_set/O/71.jpg,0
./data/train_set/O/72.jpg,0
./data/train_set/O/73.jpg,0
./data/train_set/O/74.jpg,0
./data/train_set/O/75.jpg,0
./data/train_set/O/76.jpg,0
./data/train_set/O/77.jpg,0
./data/train_set/O/78.jpg,0
./data/train_set/O/79.jpg,0
./data/train_set/O/80.jpg,0
./data/train_set/O/81.jpg,0
./data/train_set/O/82.jpg,0
./data/train_set/O/83.jpg,0
./data/train_set/O/84.jpg,0
./data/train_set/O/85.jpg,0
./data/train_set/O/86.jpg,0
./data/train_set/O/87.jpg,0
./data/train_set/O/88.jpg,0
./data/train_set/O/89.jpg,0
./data/train_set/O/90.jpg,0
./data/train_set/O/91.jpg,0
./data/train_set/O/92.jpg,0
./data/train_set/O/93.jpg,0
./data/train_set/O/94.jpg,0
./data/train_set/O/95.jpg,0
./data/train_set/O/96.jpg,0
./data/train_set/O/97.jpg,0
./data/train_set/O/98.jpg,0
./data/train_set/O/99.jpg,0
./data/train_set/O/100.jpg,0
./data/train_set/O/101.jpg,0
./data/train_set/O/102.jpg,0
./data/train_set/O/103.jpg,0
./data/train_set/O/104.jpg,0
./data/train_set/O/105.jpg,0
./data/train_set/O/106.jpg,0
./data/train_set/O/107.jpg,0
./data/train_set/O/108.jpg,0
./data/train_set/O/109.jpg,0
./data/train_set/O/110.jpg,0
./data/train_set/O/111.jpg,0
./data/train_set/O/112.jpg,0
./data/train_set/O/113.jpg,0
./data/train_set/O/114.jpg,0
./data/train_set/O/115.jpg,0
./data/train_set/O/116.jpg,0
./data/train_set/O/117.jpg,0
./data/train_set/O/118.jpg,0
./data/train_set/O/119.jpg,0
./data/train_set/O/120.jpg,0
./data/train_set/O/121.jpg,0
./data/train_set/O/122.jpg,0
./data/train_set/O/123.jpg,0
./data/train_set/O/124.jpg,0
./data/train_set/O/125.jpg,0
./data/train_set/O/126.jpg,0
./data/train_set/O/127.jpg,0
./data/train_set/O/128.jpg,0
./data/train_set/O/129.jpg,0
./data/train_set/O/130.jpg,0
./data/train_set/O/131.jpg,0
./data/train_set/O/132.jpg,0
./data/train_set/O/133.jpg,0
./data/train_set/O/134.jpg,0
./data/train_set/O/135.jpg,0
./data/train_set/O/136.jpg,0
./data/train_set/O/137.jpg,0
./data/train_set/O/138.jpg,0
./data/train_set/O/139.jpg,0
./data/train_set/O/140.jpg,0
./data/train_set/O/141.jpg,0
./data/train_set/O/142.jpg,0
./data/train_set/O/143.jpg,0
./data/train_set/O/144.jpg,0
./data/train_set/O/145.jpg,0
./data/train_set/O/146.jpg,0
./data/train_set/O/147.jpg,0
./data/train_set/O/148.jpg,0
./data/train_set/O/149.jpg,0
./data/train_set/O/150.jpg,0
./data/train_set/O/151.jpg,0
